Title,Location,Shuttle shop,Neighbourhood
MooMoo Designs Inc.,"IHFC - D349, D341, Design Center, Floor 3",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Moore & Giles Inc.,"Market Square Tower - 2060, Floor 2",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Morgan Fabrics,"Resource Center - 329 S. Wrenn St., Floor 3",Shuttle Stop: 13 (Green Line),Neighborhood: Centennial Wrenn South
Morning Glory Inc.,"Chelsea On Green - B201, Floor 1",Shuttle Stop: 6 (Green Line),Neighborhood: Russell & Green
Moss Studio Home,"IHFC - H220, Hamilton, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Motioncraft,"315 Fred Alexander Pl., Ste. 100",Shuttle Stop: 18 (Red Line),Neighborhood: Hamilton Wrenn
Motomotion/MotoSleep,"IHFC - C800, Commerce, Floor 8",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Mottahedeh & Co Inc,"200 N. Hamilton St. - N Ct 131, Floor 1",Shuttle Stop: 18 (Red Line),Neighborhood: Hamilton Wrenn
Moyanne Inc.,"Suites At Market Square - T-724, Top Floor",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Mr. & Mrs. Howard,"315 Fred Alexander Pl., Ste. 200",Shuttle Stop: 18 (Red Line),Neighborhood: Hamilton Wrenn
Mr. Brown London,114-116  E. Martin Luther King Jr. Dr.,Shuttle Stop: 25 (Red Line),Neighborhood: Hamilton Wrenn
Muniz Plastics,"Showplace - 2302, 2307, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
"Murrow's Transfer, Inc.","IHFC - D1049, Design Center, Floor 10",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
My Italian Interior,317 N. Main St.,Shuttle Stop: 26 (Red Line),Neighborhood: Downtown Main
Myriad Software,"Plaza Suites - 1-527 #1, Floor 1",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Najarian Furniture Company,113 W. Green Dr.,Shuttle Stop: 4 (Green Line),Neighborhood: Russell & Green
Napa Furniture Design Inc.,"Furniture Plaza - 310, Floor 3",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Nashville Rug Gallery,"200 Steele - 111, Floor 1",Shuttle Stop: 17 (Red Line),Neighborhood: Hamilton Wrenn
Nassimi Textiles,"Market Square Tower - 2015, Floor 2",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Nathan Anthony Furniture,"IHFC - IH602, Commerce, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
National Furniture Mart,National Furniture Mart - 200 S. Main St.,Shuttle Stop: 14 (Red/Green Line),Neighborhood: Downtown Main
Native Linum,"Suites At Market Square - G-2047, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Native Spun,"Suites At Market Square - M-6039, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Natural Curiosities,"IHFC - IH301, Commerce, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Natural Inspiration Furniture,"Suites At Market Square - M-7041, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Natures Collection,"IHFC - IH311, Commerce, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Natuzzi Americas Inc.,"Casa Italia - 130 W. Commerce Ave., Floor 1",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Nayika,"Suites At Market Square - M-2022A, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
NCA Design Inc,"Commerce & Design - 6A, 6B, 6C, Floor 6",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
"NDI-Natural Decorations, Inc.","200 Steele - 101, Floor 1",Shuttle Stop: 17 (Red Line),Neighborhood: Hamilton Wrenn
Neon Textiles,"Market Square Tower - 370, Floor 3",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Nest Home Collections,"IHFC - C303, Commerce, Floor 3",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
New Classic Furniture,135 S. Hamilton St.,Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
New Growth Designs,422 N. Hamilton St.,Shuttle Stop: 20 (Red Line),Neighborhood: Hamilton Wrenn
New Moon Rugs,"Suites At Market Square - G-4029, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
New West by Studio A Home,"IHFC - D213, D220, Design Center, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Newcastle Fabrics,"Suites At Market Square - M-5026, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Nexprt,"Suites At Market Square - Global Sourcing Pavilion, T-622, Top Floor",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Ngala Trading,"Suites At Market Square - G-7015, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Nias Italian Srl,"Market On Main - 223 S. Main St., Floor 5",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Nice Link Home Furnishings,"Market Square Tower - 1002, 1006, 1008, Floor 10",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Nichols & Stone Company,225 N. Elm St. ,Shuttle Stop: 27 (Red Line),Neighborhood: North Elm
Nicolette Mayer Collection,"Suites At Market Square - G-6046, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Nicoletti Home,"Casa Italia - 130 W. Commerce Ave., Floor 3",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Night and Day Furniture,"IHFC - C503, Commerce, Floor 5",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Niroflex,"Centers of High Point: Hamilton - 135, Level 1",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
Noir,"IHFC - IH002 , Commerce, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Noorside,1547 W. English Rd.,Shuttle Stop: 0 (Go Anywhere Shuttle),
"Northridge Home, Inc.","National Furniture Mart - 200, Floor 2",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Downtown Main
Norwalk Furniture,"IHFC - M108, Main, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Downtown Main
Nourison Industries,"IHFC - IH101, Commerce, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Novita,"Suites At Market Square - M-5035, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Nuevo,"IHFC - C100, Commerce, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Null Furniture,"Atrium on Main - 318, 319, Floor 3",Shuttle Stop: 9 (Green Line),Neighborhood: Downtown Main
O. Henry House Ltd,308 Green Oak Dr.,Shuttle Stop: 0 (Go Anywhere Shuttle),Neighborhood: Centennial Wrenn South
O3 Waterworks Laundry System,"Furniture Plaza - 306, Floor 3",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
OFM Inc.,"Plaza Suites - 1-605, Floor 1",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Okin,"Furniture Plaza - 300, Floor 3",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Okinus,"Plaza Suites - 1-527 #24, Floor 1",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
"Old and Proud, Inc.","Market Square - G-9, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Old South Accents,"Profit Center - 156 S. Main St., Floor 2",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Downtown Main
"Old World Design, LLC","Suites At Market Square - M-4017, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Oldnewrug,"Suites At Market Square - M-4060, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Olivia & Quinn,"IHFC - IH308, Commerce, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Oly,106 N. Wrenn St.,Shuttle Stop: 16 (Red Line),Neighborhood: Commerce Concourse
OMG  Comfort Inc.,"812 Millis, Floor 2",Shuttle Stop: 0 (Go Anywhere Shuttle),
Omni Style,"Centers of High Point: Hamilton - 125, Level 1",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
Omnia Leather Furniture,"IHFC - C1003, Commerce, Floor 10",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
One For Victory,"220 Elm - 308, Level 3",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Orchids Lux Home,"Suites At Market Square - G-1019, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Ordorite Software,"Plaza Suites - 1-527 #22, Floor 1",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Orfeo Quagliata Studio,"Radio Building - Back Mezzanine, Floor 2",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Downtown Main
Orian Rugs/Palmetto Living,"Showplace - 3233, Floor 3",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Oriental Weavers,"IHFC - G276, Green, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
"Orientalist Home, LLC","Suites At Market Square - G-1050, G-2044, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Original Book Works,"Suites At Market Square - M-4016, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Orlena Home,"Showplace - 3420, Floor 3",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Ornis Gallery,"Market Square - 108, Floor 1",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Ornis Gallery,"Suites At Market Square - G-6037, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
"ORRA, Inc. - Oriental Rug Retailers of America, Inc.","Market Square - 272, Floor 2",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
OSP Home Furnishings,"Centers of High Point: Centennial - 110, Floor 1",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
OSR Sales LLC,"Suites At Market Square - G-5037, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Our House Designs,404 N. Wrenn St.,Shuttle Stop: 24 (Red Line),Neighborhood: Hamilton Wrenn
Outpost Original,"Suites At Market Square - G-5014, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Outward Inc,134 S. Main St. ,Shuttle Stop: 14 (Red/Green Line),Neighborhood: Downtown Main
"Outward, Inc","Plaza Suites - 1-527 #26, Floor 1",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Overman International,"220 Elm - 202, Level 2",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Overnight Sofa Corp,"Furniture Plaza - 523, Floor 5",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Oxford Home and Oxford Baby,"Market On Green - 403, Floor 4",Shuttle Stop: 13 (Green Line),Neighborhood: Centennial Wrenn South
Ozzio Italia,"Casa Italia - 130 W. Commerce Ave., Floor 2",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
P & F Design Group/Phil LuanGrath,"Suites At Market Square - G-6006, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
"P. Kaufmann, Inc.","Market Square Tower - 758, Floor 7",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Paarizaat Home,"Plaza Suites - 1-727, Floor 1",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Paarizaat Home,"Suites At Market Square - M-7048, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Pacart Home,"Suites At Market Square - M-5031, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
"Pacific Coast Lighting, Inc.","IHFC - H203, Hamilton, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Pacific Connections,"Suites At Market Square - G-6013, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Package.ai,"Plaza Suites - 1-527, #13, Floor 1",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Padma's Plantation,"Commerce & Design - 5L, Floor 5",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
PAIR'D Furnishings,"Suites At Market Square - M-8039, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Paladin Furniture,518 N. Hamilton St. ,Shuttle Stop: 21 (Red Line),Neighborhood: Hamilton Wrenn
Palecek,"IHFC - D202, Design Center, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Palettes by Winesburg,"IHFC - H1103, H1110, Hamilton, Floor 11",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Palliser Furniture Ltd,"220 Elm - 400, Level 4",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Palmetto Home,"Market On Green - 401, Floor 4",Shuttle Stop: 13 (Green Line),Neighborhood: Centennial Wrenn South
Palmetto Living/Orian Rugs,"Showplace - 3233, Floor 3",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Panama Jack,"Market On Green - 401, Floor 4",Shuttle Stop: 13 (Green Line),Neighborhood: Centennial Wrenn South
Pandemic Design Studio LLC,"Suites At Market Square - M-8015, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Paragon,"IHFC - C203, Commerce, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Paragon Global,"Resource Center - 329 S. Wrenn St., Floor 2",Shuttle Stop: 13 (Green Line),Neighborhood: Centennial Wrenn South
Paramount Sleep,330 S. Wrenn St.,Shuttle Stop: 10 (Green Line),Neighborhood: Centennial Wrenn South
Paris Station Estate Jewelry,"Suites At Market Square - T-803, Top Floor",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Parker House Furniture,309 S. Elm St.,Shuttle Stop: 4 (Green Line),Neighborhood: Russell & Green
Parker Southern Inc,"310 N. Hamilton St. - S-301, Floor 3",Shuttle Stop: 18 (Red Line),Neighborhood: Hamilton Wrenn
Parviz Rugs,"Suites At Market Square - M-2048, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Pasha Furniture Inc.,"Profit Center - 110 W. Commerce Ave., Floor 1",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Downtown Main
Patrick Charles Ltd,"Suites At Market Square - G-1015, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Paul Montgomery/The Mural Source,"Suites At Market Square - G-6059, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Paul Robert Inc,442 N. Wrenn St.,Shuttle Stop: 23 (Red Line),Neighborhood: Hamilton Wrenn
Peacock Alley,"IHFC - D319, Design Center, Floor 3",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Peak Living,108 E. Commerce Ave.,Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Downtown Main
Pearl Mantels,"Suites At Market Square - M-7015, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Pearson Furniture Company,"Market Square - 314, Floor 3",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Pelican Reef,"Centers of High Point: 411 Manning, Floor 1",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
Peridot Antiques,"Market Square - G-21, G-23, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Pernille Folcarelli,"Suites At Market Square - M-6055, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Phillip Allen Hefner Collection,"Suites At Market Square - G-6040, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Phillips Collection,"IHFC - C202, Commerce, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
"Phillips Industries, Inc.","Market Square Tower - 1001, Floor 10",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Phillips Scott,"200 Steele - 123, Floor 1",Shuttle Stop: 17 (Red Line),Neighborhood: Hamilton Wrenn
"Phoenix Trim Works, Inc.","312 S. Hamilton St. - 3rd Fl, Ste. 303",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
Picture Source Somerset,"IHFC - C461, Commerce, Floor 4",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
"Piedmont Furniture Ind, Inc.",441 S. Main St.,Shuttle Stop: 9 (Green Line),Neighborhood: Downtown Main
Pigeon & Poodle,The Bank on Wrenn - 203 N. Wrenn St.,Shuttle Stop: 25 (Red Line),Neighborhood: Hamilton Wrenn
Pillow Pets,"Plaza Suites - 1-531, Floor 1",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Pine Cone Hill,"IHFC - H220, Hamilton, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Pinestone Furniture,"Showplace - 2301, 2305, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Piper Collection,"Suites At Market Square - G-4021, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Plank and Hide Co.,"300-310 S. Main St., 1002, 1003, 2003",Shuttle Stop: 4 (Green Line),Neighborhood: Downtown Main
Planned Furniture Promotions,"Centers of High Point: 212 E Russell, Floor 1",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
Planum Furniture,1822 English Rd.,Shuttle Stop: 0 (Go Anywhere Shuttle),
"Platinum Decor, LLC",330 S. Wrenn St.,Shuttle Stop: 10 (Green Line),Neighborhood: Centennial Wrenn South
Plaza Suites,Plaza Suites - 222 S. Main St.,Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Plum Visuals,430 N. Wrenn St.,Shuttle Stop: 23 (Red Line),Neighborhood: Hamilton Wrenn
PMT Fabrics,"312 S. Hamilton St. - 2nd Fl, Ste. 203",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
Podium,"Plaza Suites - 1-527 #15, Floor 1",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Poetic Pillow,"Suites At Market Square - G-6001, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Pom Pom at Home,"IHFC - D319, Design Center, Floor 3",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Port 68,"IHFC - IH105, Commerce, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Port Eliot Inc,"200 Steele - 111, Floor 1",Shuttle Stop: 17 (Red Line),Neighborhood: Hamilton Wrenn
Porter Designs,"Centers of High Point: Hamilton - 230, Level 2",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
Potterton Books,"Market Square - G-1B, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Powell,"National Furniture Mart - 100, Floor 1",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Downtown Main
Precedent,"315 Fred Alexander Pl., Ste. 300",Shuttle Stop: 18 (Red Line),Neighborhood: Hamilton Wrenn
Precision Reclining Chair Co.,"Atrium on Main - 312, 313, Floor 3",Shuttle Stop: 9 (Green Line),Neighborhood: Downtown Main
Premier Furnishings,"Radio Building, Floor 5",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Downtown Main
"Premier Prints, Inc.","Market Square Tower - 402, Floor 4",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Prestige Arts/Art Trends,"IHFC - C457, H429, Commerce, Floor 4",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Prima Design Source,"Suites At Market Square - G-1043, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Primitive Collections,"IHFC - D440, Design Center, Floor 4",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Primo International,"IHFC - M1100, Main, Floor 11",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Downtown Main
PRI-Prime Resources Int'l,"220 Elm - 200, Level 2",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Profit Center,"Profit Center - 156 S. Main St., 110 W. Commerce Ave.",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Downtown Main
